        Type         |        Subtype        |   Base   |   Size   |  CRC32   |   Name 
 NVAR entry          | Full                  |   N/A    | 0000014B | 5E242A49 | ----------- 97CDC6BE-7792-4782-BA6D-E6E3BB56ACD8 | ROM_CMN
 NVAR entry          | Full                  |   N/A    | 0000001E | 4E4B00B8 | ----------- ACA9F304-21E2-4852-9875-7FF4881D67A5 | PCI_COMMON
 NVAR entry          | Full                  |   N/A    | 0000025E | A6683EE7 | ----------- B08F97FF-E6E8-4193-A997-5E9E9B0ADB32 | CpuSetup
 NVAR entry          | Full                  |   N/A    | 00000455 | 05DAC8DC | ----------- 72C5E28C-7783-43A1-8767-FAD73FCCAFA4 | SaSetup
 Free space          |                       |   N/A    | 00000010 | 3FB3C61A | ----------- Free space
 NVAR GUID store     |                       |   N/A    | 00000130 | E899C1D8 | ----------- GUID store
 Free space          |                       |   N/A    | 00000010 | 3FB3C61A | ---------- Free space
 NVAR GUID store     |                       |   N/A    | 00000010 | 2F82779F | ---------- GUID store
 File                | Raw                   |   N/A    | 00010018 | 20F1A853 | ------- 76646656-48F0-4814-B988-6B74B3D814A6
 File                | Freeform              |   N/A    | 0000B01C | 57A4E783 | ------- 943D4107-5D78-4233-A382-6260062C554C
 Section             | Raw                   |   N/A    | 0000B004 | E8312196 | -------- Raw section
 File                | Freeform              |   N/A    | 000007BC | 0EC5A397 | ------- 6C8FAEE0-6521-477A-83BF-0D6598DD28A2
 Section             | Raw                   |   N/A    | 000007A4 | FE82DEA5 | -------- Raw section
 File                | Freeform              |   N/A    | 0000501C | 07401D4F | ------- 7134E3EE-7FA6-4489-87A7-AE38984EAED8
 Section             | Raw                   |   N/A    | 00005004 | F895A290 | -------- Raw section with PE32 image
 File                | Freeform              |   N/A    | 0000080A | 19421D24 | ------- 7C7D635B-8B9C-463C-9F7F-91F60906848F
 Section             | Raw                   |   N/A    | 000007F2 | 810ADD0E | -------- Raw section
 File                | Application           |   N/A    | 0000B30C | 5F5CCC6B | ------- 658D56F0-4364-4721-B70E-732DDC8A2771 | TrustedDeviceSetupApp
 Section             | PE32 image            |   N/A    | 0000B2C4 | C0AB136B | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000030 | 2780F083 | -------- UI section
 File                | DXE driver            |   N/A    | 0001AA99 | 639E2A7F | ------- 8D3168FD-8CD5-4B35-9AA0-3C964D4CC14A
 Section             | Compressed            |   N/A    | 0001AA81 | 73C0F77F | -------- Compressed section
 Section             | PE32 image            |   N/A    | 0003E424 | 675B8E80 | --------- PE32 image section
 File                | DXE driver            |   N/A    | 0000A808 | D9AF9EBC | ------- 5BBA83E5-F027-4CA7-BFD0-16358CC9E123 | IccOverClocking
 Section             | PE32 image            |   N/A    | 0000A7A4 | 66F49B21 | -------- PE32 image section
 Section             | DXE dependency        |   N/A    | 00000028 | FC23C135 | -------- DXE dependency section
 Section             | UI                    |   N/A    | 00000024 | 9792DA78 | -------- UI section
 File                | DXE driver            |   N/A    | 0002E80D | 4C03BD48 | ------- B1DA0ADF-4F77-4070-A88E-BFFE1C60529A | AMITSE
 Section             | GUID defined          |   N/A    | 0002E7F5 | 364F9F93 | -------- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section             | PE32 image            |   N/A    | 0006D624 | 5B0265D5 | --------- PE32 image section
 Section             | UI                    |   N/A    | 00000012 | DCE07A8B | --------- UI section
 File                | Freeform              |   N/A    | 00003E7F | DA55ECAD | ------- 7BB28B99-61BB-11D5-9A5D-0090273FC14D | Logo.bmp
 Section             | GUID defined          |   N/A    | 00003E67 | 6D141FC9 | -------- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section             | Raw                   |   N/A    | 000526D2 | 96ECE404 | --------- Raw section
 Section             | UI                    |   N/A    | 00000016 | E0E10A6B | --------- UI section
 File                | Freeform              |   N/A    | 0000D71A | AEB10BB7 | ------- FE612B72-203C-47B1-8560-A66D946EB371 | AMITSESetupData
 Section             | GUID defined          |   N/A    | 0000D702 | C8E00C01 | -------- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section             | Freeform subtype GUID |   N/A    | 00076460 | C8EEE14A | --------- FE612B72-203C-47B1-8560-A66D946EB371
 Section             | UI                    |   N/A    | 00000024 | 1354558D | --------- UI section
 File                | Freeform              |   N/A    | 0000AB94 | C9BC634D | ------- 365C62BA-05EF-4B2E-A7F7-92C1781AF4F9
 Section             | GUID defined          |   N/A    | 0000AB7C | 57ACF39A | -------- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section             | Raw                   |   N/A    | 000161DB | 8295EBA1 | --------- Raw section
 File                | Freeform              |   N/A    | 00000494 | 126302D3 | ------- CC0F8A3F-3DEA-4376-9679-5426BA0A907E
 Section             | GUID defined          |   N/A    | 0000047C | C04E0EAD | -------- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section             | Raw                   |   N/A    | 0000084D | 1977C7C2 | --------- Raw section
 File                | Freeform              |   N/A    | 00000939 | A066B80C | ------- 9FE7DE69-0AEA-470A-B50A-139813649189
 Section             | GUID defined          |   N/A    | 00000921 | 4375AFAB | -------- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section             | Raw                   |   N/A    | 00000B07 | 48D3C2BB | --------- Raw section
 File                | Freeform              |   N/A    | 00000D2E | 69250051 | ------- FBF95065-427F-47B3-8077-D13C60710998
 Section             | GUID defined          |   N/A    | 00000D16 | 45F01D6F | -------- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section             | Raw                   |   N/A    | 00001136 | 34408B76 | --------- Raw section
 File                | Freeform              |   N/A    | 00002A2E | 84D4B6CB | ------- 9D7A05E9-F740-44C3-858B-75586A8F9C8E
 Section             | GUID defined          |   N/A    | 00002A16 | 2D5F6CC5 | -------- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section             | Raw                   |   N/A    | 00003BB5 | 77FE7A72 | --------- Raw section
 File                | Freeform              |   N/A    | 000663A8 | C4F14729 | ------- A0327FE0-1FDA-4E5B-905D-B510C45A61D0
 Section             | Freeform subtype GUID |   N/A    | 00010014 | 7ECCF3B4 | -------- C5A4306E-E247-4ECD-A9D8-5B1985D3DCDA
 Section             | Freeform subtype GUID |   N/A    | 00027954 | B0B1C654 | -------- 380B6B4F-1454-41F2-A6D3-61D1333E8CB4
 Section             | Freeform subtype GUID |   N/A    | 00010E14 | AE56B437 | -------- 50339D20-C90A-4BB2-9AFF-D8A11B23BC15
 Section             | Freeform subtype GUID |   N/A    | 0001DC14 | D12772DF | -------- D46346CA-82A1-4CDE-9546-77C86F893888
 Free space          |                       |   N/A    | 000007B0 | C202307E | ------- Volume free space
 Free space          |                       | 00855A90 | 004CA570 | 2F21A3F9 | --- Volume free space
 Volume              | FFSv2                 | 00D20000 | 000C0000 | B81BC764 | -- 14E428FA-1A12-4875-B637-8B3CC87FDF07
 File                | PEI module            | 00D20078 | 0000077E | A943024B | --- 76864548-0261-410E-A8B4-01615BFA3E0A | FwKeyHobPei
 Section             | PEI dependency        | 00D20090 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00D200A8 | 00000724 | 3A794CB3 | ---- TE image section
 Section             | UI                    | 00D207CC | 0000001C | 3ECB1E95 | ---- UI section
 Section             | Version               | 00D207E8 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D207F8 | 00000A8A | B079B761 | --- ADF01BF6-47D6-495D-B95B-687777807214 | FirmwarePerformancePei
 Section             | PEI dependency        | 00D20810 | 0000004C | 80338278 | ---- PEI dependency section
 Section             | TE image              | 00D2085C | 000009E4 | A9060C32 | ---- TE image section
 Section             | UI                    | 00D21240 | 00000032 | 1B8027CC | ---- UI section
 Section             | Version               | 00D21274 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D21288 | 0001CABE | 2FF41A5A | --- 76ED893A-B2F9-4C7D-A05F-1EA170ECF6CD | IntelGraphicsPeiDriver
 Section             | TE image              | 00D212A0 | 0001CA64 | D38BFE4B | ---- TE image section
 Section             | UI                    | 00D3DD04 | 00000032 | 19D162BF | ---- UI section
 Section             | Version               | 00D3DD38 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D3DD48 | 0000CB82 | FD899A61 | --- 24DDC83F-9F06-44AB-B696-60FE7DF2C948 | RstVmdPeim
 Section             | PEI dependency        | 00D3DD60 | 00000016 | 4D01504D | ---- PEI dependency section
 Section             | GUID defined          | 00D3DD78 | 0000CB52 | C898DE94 | ---- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section             | PE32 image            |   N/A    | 0001C904 | F4291C53 | ----- PE32 image section
 Section             | UI                    |   N/A    | 0000001A | 7CD1EB76 | ----- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | ----- Version section
 File                | PEI module            | 00D4A8D0 | 00004072 | FA1F5922 | --- 59ADD62D-A1C0-44C5-A90F-A1168770468C | PlatformInitPostMem
 Section             | PEI dependency        | 00D4A8E8 | 0000003A | D8014D18 | ---- PEI dependency section
 Section             | TE image              | 00D4A924 | 00003FE4 | 6755C6B1 | ---- TE image section
 Section             | UI                    | 00D4E908 | 0000002C | 753F9E6E | ---- UI section
 Section             | Version               | 00D4E934 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D4E948 | 0000084E | 25B5DA3E | --- E60A79D5-DC9B-47F1-87D3-51BF697B6121 | CpuPei
 Section             | PEI dependency        | 00D4E960 | 00000070 | FD644210 | ---- PEI dependency section
 Section             | TE image              | 00D4E9D0 | 000007A4 | 82EBB26D | ---- TE image section
 Section             | UI                    | 00D4F174 | 00000012 | 794A11B6 | ---- UI section
 Section             | Version               | 00D4F188 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D4F198 | 00010DF2 | 0E2B27B7 | --- 3D360939-4AEC-4FB7-9D0C-BBC808D57B21 | PlatformInitAdvancedPostMem
 Section             | PEI dependency        | 00D4F1B0 | 0000004C | 16DA3E0B | ---- PEI dependency section
 Section             | TE image              | 00D4F1FC | 00010D44 | EF1BE568 | ---- TE image section
 Section             | UI                    | 00D5FF40 | 0000003C | 9BB3BD74 | ---- UI section
 Section             | Version               | 00D5FF7C | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D5FF90 | 00003D46 | 8E09694F | --- EDADEB9D-DDBA-48BD-9D22-C1C169C8C5C6 | CpuMpPei
 Section             | PEI dependency        | 00D5FFA8 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | GUID defined          | 00D5FFC0 | 00003D16 | 6E58D68D | ---- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section             | PE32 image            |   N/A    | 000066C4 | 650A8B3C | ----- PE32 image section
 Section             | UI                    |   N/A    | 00000016 | ACF23282 | ----- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | ----- Version section
 File                | PEI module            | 00D63CD8 | 00000602 | 0F6C76E4 | --- 8683EFB2-FDE1-4AFF-B2DB-E96449FDD4E9 | S3Pei
 Section             | PEI dependency        | 00D63CF0 | 00000028 | C05D1940 | ---- PEI dependency section
 Section             | TE image              | 00D63D18 | 000005A4 | A6807D8F | ---- TE image section
 Section             | UI                    | 00D642BC | 00000010 | 20A40463 | ---- UI section
 Section             | Version               | 00D642CC | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D642E0 | 00000666 | 0DEC1EF9 | --- 1C8B7F78-1699-40E6-AF33-9B995D16B043 | PiSmmCommunicationPei
 Section             | PEI dependency        | 00D642F8 | 0000004C | 313A8103 | ---- PEI dependency section
 Section             | TE image              | 00D64344 | 000005C4 | D8D1C55C | ---- TE image section
 Section             | UI                    | 00D64908 | 00000030 | 2BF3E725 | ---- UI section
 Section             | Version               | 00D64938 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D64948 | 00001512 | 15FD1928 | --- 89E549B0-7CFE-449D-9BA3-10D8B2312D71 | S3Resume2Pei
 Section             | PEI dependency        | 00D64960 | 00000028 | BB3EB8AA | ---- PEI dependency section
 Section             | TE image              | 00D64988 | 000014A4 | 0FE62D3C | ---- TE image section
 Section             | UI                    | 00D65E2C | 0000001E | B64EB0F3 | ---- UI section
 Section             | Version               | 00D65E4C | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D65E60 | 000024AA | A7FDA712 | --- 34989D8E-930A-4A95-AB04-2E6CFDFF6631 | TcgPei
 Section             | PEI dependency        | 00D65E78 | 0000004C | 7B738316 | ---- PEI dependency section
 Section             | TE image              | 00D65EC4 | 00002424 | 26DA9C10 | ---- TE image section
 Section             | UI                    | 00D682E8 | 00000012 | 22E8E9C3 | ---- UI section
 Section             | Version               | 00D682FC | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D68310 | 0000AA66 | 81F92BD3 | --- 961C19BE-D1AC-4BA7-87AF-4AE0F09DF2A6 | TrEEPei
 Section             | PEI dependency        | 00D68328 | 0000005E | C6F998BD | ---- PEI dependency section
 Section             | TE image              | 00D68388 | 0000A9CC | 3E80A32D | ---- TE image section
 Section             | UI                    | 00D72D54 | 00000014 | CE0A84A9 | ---- UI section
 Section             | Version               | 00D72D68 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D72D78 | 0000C212 | E1A8AD15 | --- 0D8039FF-49E9-4CC9-A806-BB7C31B0BCB0 | AmiTpm20PlatformPei
 Section             | PEI dependency        | 00D72D90 | 0000004C | DC3D3889 | ---- PEI dependency section
 Section             | TE image              | 00D72DDC | 0000C174 | 8C0D317A | ---- TE image section
 Section             | UI                    | 00D7EF50 | 0000002C | 3ADBE904 | ---- UI section
 Section             | Version               | 00D7EF7C | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D7EF90 | 0000044A | AE2711C1 | --- 1C98780A-C67D-4D9B-A9D8-4AC0487A6D6E | PcdRecoveryPei
 Section             | PEI dependency        | 00D7EFA8 | 0000003A | C6991EFF | ---- PEI dependency section
 Section             | TE image              | 00D7EFE4 | 000003C4 | 7642FE3E | ---- TE image section
 Section             | UI                    | 00D7F3A8 | 00000022 | DDEFD2CF | ---- UI section
 Section             | Version               | 00D7F3CC | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D7F3E0 | 00005D9A | ACE353E3 | --- 67451698-1825-4AC5-999D-F350CC7D5D72 | CryptoPPI
 Section             | PEI dependency        | 00D7F3F8 | 00000070 | D5588B51 | ---- PEI dependency section
 Section             | GUID defined          | 00D7F468 | 00005D12 | C62456E7 | ---- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section             | PE32 image            |   N/A    | 0000A744 | B1CC2C43 | ----- PE32 image section
 Section             | UI                    |   N/A    | 00000018 | CEEB090F | ----- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | ----- Version section
 File                | PEI module            | 00D85180 | 000005F2 | 6A38472B | --- D2ABC888-AE13-4E3B-BCEE-5DE368FA4E72 | MsegSmramPeim
 Section             | PEI dependency        | 00D85198 | 00000028 | C05D1940 | ---- PEI dependency section
 Section             | TE image              | 00D851C0 | 00000584 | 0BB1F6E9 | ---- TE image section
 Section             | UI                    | 00D85744 | 00000020 | A43684F5 | ---- UI section
 Section             | Version               | 00D85764 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D85778 | 000007C2 | 934058C3 | --- 968C1D9F-80C4-43B7-8CAE-668AA56C4E71 | SmbiosPeim
 Section             | PEI dependency        | 00D85790 | 0000003A | C6991EFF | ---- PEI dependency section
 Section             | TE image              | 00D857CC | 00000744 | F9A61FF7 | ---- TE image section
 Section             | UI                    | 00D85F10 | 0000001A | 54046D6E | ---- UI section
 Section             | Version               | 00D85F2C | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D85F40 | 0000405B | 87246166 | --- 39E8CA1A-7A69-4A73-834A-D06381933286 | UsbPei
 Section             | PEI dependency        | 00D85F58 | 000000A6 | B787BC60 | ---- PEI dependency section
 Section             | GUID defined          | 00D86000 | 00003F9B | D9860E3E | ---- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section             | PE32 image            |   N/A    | 00009444 | 2901EAE0 | ----- PE32 image section
 Section             | UI                    |   N/A    | 00000012 | 55D62E0D | ----- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | ----- Version section
 File                | PEI module            | 00D89FA0 | 000061CE | 3A54DD45 | --- 9B3F28D5-10A6-46C8-BA72-BD40B847A71A | AmiTcgPlatformPeiAfterMem
 Section             | PEI dependency        | 00D89FB8 | 0000004C | 55209B07 | ---- PEI dependency section
 Section             | TE image              | 00D8A004 | 00006124 | 992B88A1 | ---- TE image section
 Section             | UI                    | 00D90128 | 00000038 | 80F64161 | ---- UI section
 Section             | Version               | 00D90160 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D90170 | 00000422 | 7AEA63F4 | --- E9312938-E56B-4614-A252-CF7D2F377E26 | AmiTcgPlatformPeiBeforeMem
 Section             | PEI dependency        | 00D90188 | 0000003A | E8D3BE04 | ---- PEI dependency section
 Section             | TE image              | 00D901C4 | 00000384 | 9FC5B5B5 | ---- TE image section
 Section             | UI                    | 00D90548 | 0000003A | 0CF36075 | ---- UI section
 Section             | Version               | 00D90584 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D90598 | 0000040A | 7FB1A865 | --- 6B844C5B-6B75-42CA-8E8E-1CB94412B59B | TcgPeiplatform
 Section             | PEI dependency        | 00D905B0 | 0000003A | 0915A95E | ---- PEI dependency section
 Section             | TE image              | 00D905EC | 00000384 | BA77175E | ---- TE image section
 Section             | UI                    | 00D90970 | 00000022 | 7735B7DF | ---- UI section
 Section             | Version               | 00D90994 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D909A8 | 00002547 | 483F82A1 | --- BDAD7D1A-4C48-4C75-B5BC-D002D17F6397 | AhciRecovery
 Section             | PEI dependency        | 00D909C0 | 00000082 | F5BFE9DB | ---- PEI dependency section
 Section             | GUID defined          | 00D90A44 | 000024AB | 5A99318A | ---- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section             | PE32 image            |   N/A    | 00003F44 | A1D036F5 | ----- PE32 image section
 Section             | UI                    |   N/A    | 0000001E | 5EAD2382 | ----- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | ----- Version section
 File                | Freeform              | 00D92EF0 | 0001BC12 | 26FB0E21 | --- 52BF7D53-79CF-4555-A517-1E8BB3042332
 Section             | Raw                   | 00D92F08 | 0001BBFA | 08D7F3F4 | ---- Raw section
 File                | Raw                   | 00DAEB08 | 00001414 | 29668892 | --- 6FE17C69-4362-4E9C-9674-434B873B6911
 File                | Freeform              | 00DAFF20 | 0000221C | B8298137 | --- DCB132E7-27D2-40FF-9C3F-9F280B3D10F5
 Section             | Raw                   | 00DAFF38 | 00002204 | CF407B7F | ---- Raw section
 File                | Freeform              | 00DB2140 | 0000223A | 95D09763 | --- 8958D092-7B26-4E47-BB98-16AE2DC315A2 | IntelGopVbt2
 Section             | Raw                   | 00DB2158 | 00002204 | CF407B7F | ---- Raw section
 Section             | UI                    | 00DB435C | 0000001E | D55B6873 | ---- UI section
 File                | Freeform              | 00DB4380 | 0000050D | 8A9A7537 | --- 0CAE55C0-65B3-4734-832A-74322E1C813A
 Section             | GUID defined          | 00DB4398 | 000004F5 | 31F74A63 | ---- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section             | Raw                   |   N/A    | 00009F18 | B859317F | ----- Raw section
 Free space          |                       | 00DB4890 | 0002B770 | A102DBB6 | --- Volume free space
 Volume              | FFSv2                 | 00DE0000 | 00120000 | 65AF826C | -- 61C0F511-A691-4F54-974F-B9A42172CE53
 File                | Freeform              | 00DE0078 | 0000010C | 0E878AAB | --- 1B45CC0A-156A-428A-AF62-49864DA0E6E6 | PEI apriori file
 Section             | Raw                   | 00DE0090 | 000000F4 | AE14FBF3 | ---- Raw section
 File                | PEI module            | 00DE0188 | 0000031A | 9BD3C016 | --- 3E7DD42F-A67E-4D4F-BC02-2B5A6EC8DAE9 | SetupVariablePei
 Section             | PEI dependency        | 00DE01A0 | 00000028 | BB3EB8AA | ---- PEI dependency section
 Section             | TE image              | 00DE01C8 | 000002A4 | 5F115159 | ---- TE image section
 Section             | UI                    | 00DE046C | 00000026 | 79F09304 | ---- UI section
 Section             | Version               | 00DE0494 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00DE04A8 | 00001DCE | 5194D1D4 | --- C779F6D8-7113-4AA1-9648-EB1633C7D53B | CapsulePei
 Section             | PEI dependency        | 00DE04C0 | 00000028 | BB3EB8AA | ---- PEI dependency section
 Section             | TE image              | 00DE04E8 | 00001D64 | 59FFED8A | ---- TE image section
 Section             | UI                    | 00DE224C | 0000001A | 66787EDE | ---- UI section
 Section             | Version               | 00DE2268 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00DE2278 | 000011F2 | C10AD453 | --- 9962883C-C025-4EBB-B699-4EA4D147C8A8 | AmiTxtTcgPeim
 Section             | PEI dependency        | 00DE2290 | 00000028 | BB3EB8AA | ---- PEI dependency section
 Section             | TE image              | 00DE22B8 | 00001184 | 3B02BE08 | ---- TE image section
 Section             | UI                    | 00DE343C | 00000020 | 7D2955EC | ---- UI section
 Section             | Version               | 00DE345C | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00DE3470 | 00001606 | 55B6F605 | --- 79AA6086-035A-4AD9-A89A-A6D5AA27F0E2 | NbPei
 Section             | PEI dependency        | 00DE3488 | 0000004C | DB496778 | ---- PEI dependency section
 Section             | TE image              | 00DE34D4 | 00001584 | E6B87B0E | ---- TE image section
 Section             | UI                    | 00DE4A58 | 00000010 | E4C50507 | ---- UI section
 Section             | Version               | 00DE4A68 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00DE4A78 | 00000FBA | AB172CE8 | --- C1FBD624-27EA-40D1-AA48-94C3DC5C7E0D | SbPei
 Section             | PEI dependency        | 00DE4A90 | 0000005E | 748DBAC3 | ---- PEI dependency section
 Section             | TE image              | 00DE4AF0 | 00000F24 | 21405FFA | ---- TE image section
 Section             | UI                    | 00DE5A14 | 00000010 | 7672E915 | ---- UI section
 Section             | Version               | 00DE5A24 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00DE5A38 | 00036D5A | 41D62226 | --- 299D6F8B-2EC9-4E40-9EC6-DDAA7EBF5FD9 | SiInit
 Section             | PEI dependency        | 00DE5A50 | 0000003A | D7DFE49C | ---- PEI dependency section
 Section             | TE image              | 00DE5A8C | 00036CE4 | 161E9BD7 | ---- TE image section
 Section             | UI                    | 00E1C770 | 00000012 | B9709677 | ---- UI section
 Section             | Version               | 00E1C784 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00E1C798 | 0000188A | B29BD462 | --- F906769F-4AED-4A0D-8C7C-FF21B9D1051A | IntelVTdPmrPei
 Section             | PEI dependency        | 00E1C7B0 | 0000003A | 358FC329 | ---- PEI dependency section
 Section             | TE image              | 00E1C7EC | 00001804 | 582000E1 | ---- TE image section
 Section             | UI                    | 00E1DFF0 | 00000022 | 805859E4 | ---- UI section
 Section             | Version               | 00E1E014 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00E1E028 | 00000A4A | 5E46DF0C | --- 839EB770-5C64-4EED-A6D5-EC515B2B2B23 | PlatformVTdInfoSamplePei
 Section             | PEI dependency        | 00E1E040 | 00000028 | BB3EB8AA | ---- PEI dependency section
 Section             | TE image              | 00E1E068 | 000009C4 | 31BDC20D | ---- TE image section
 Section             | UI                    | 00E1EA2C | 00000036 | CA1CD557 | ---- UI section
 Section             | Version               | 00E1EA64 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00E1EA78 | 000006A2 | D1404EE8 | --- 655B0D2F-BCF1-4B1E-9A6A-A2E891BB50E4 | BiosGuardFirmwareVersionPeim
 Section             | PEI dependency        | 00E1EA90 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00E1EAA8 | 00000624 | FD906F19 | ---- TE image section
 Section             | UI                    | 00E1F0CC | 0000003E | 991DAE9B | ---- UI section
 Section             | Version               | 00E1F10C | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00E1F120 | 00000586 | B5C42865 | --- 52B3DBA7-9565-48E8-8E13-EC7196721B3C | PlatformInfoPei
 Section             | PEI dependency        | 00E1F138 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00E1F150 | 00000524 | DE8C3336 | ---- TE image section
 Section             | UI                    | 00E1F674 | 00000024 | 496B8634 | ---- UI section
 Section             | Version               | 00E1F698 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00E1F6A8 | 00000726 | 9E152928 | --- B41956E1-7CA2-42DB-9562-168389F0F066 | BootGuardPei
 Section             | PEI dependency        | 00E1F6C0 | 0000003A | 51A1C906 | ---- PEI dependency section
 Section             | TE image              | 00E1F6FC | 000006A4 | 50C87B31 | ---- TE image section
 Section             | UI                    | 00E1FDA0 | 0000001E | D18CA32B | ---- UI section
 Section             | Version               | 00E1FDC0 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00E1FDD0 | 000005CA | 3D98B793 | --- 0FE9DA53-043D-4265-A94D-FD77FEDE2EB4 | TcgPlatformSetupPeiPolicy
 Section             | PEI dependency        | 00E1FDE8 | 00000028 | BB3EB8AA | ---- PEI dependency section
 Section             | TE image              | 00E1FE10 | 00000544 | B2B79A6B | ---- TE image section
 Section             | UI                    | 00E20354 | 00000038 | 875DB405 | ---- UI section
 Section             | Version               | 00E2038C | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00E203A0 | 00000D7A | 15CE867E | --- 0135229A-EBB5-4A21-957D-1D20057CF751 | TCMPEI
 Section             | PEI dependency        | 00E203B8 | 0000003A | 9C39EEBD | ---- PEI dependency section
 Section             | TE image              | 00E203F4 | 00000D04 | CEC465AB | ---- TE image section
 Section             | UI                    | 00E210F8 | 00000012 | C5380B2A | ---- UI section
 Section             | Version               | 00E2110C | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00E21120 | 0000049A | B4A8479B | --- 0D1ED2F7-E92B-4562-92DD-5C82EC917EAE | CrbPei
 Section             | PEI dependency        | 00E21138 | 0000003A | E9825A9E | ---- PEI dependency section
 Section             | TE image              | 00E21174 | 00000424 | C88A174F | ---- TE image section
 Section             | UI                    | 00E21598 | 00000012 | 500315B8 | ---- UI section
 Section             | Version               | 00E215AC | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00E215C0 | 00000562 | 3F743AA7 | --- F7F32304-DEB0-4F6D-B24B-2A64761C6DE4 | OemPkgPei
 Section             | PEI dependency        | 00E215D8 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00E215F0 | 0000050C | C98D7358 | ---- TE image section
 Section             | UI                    | 00E21AFC | 00000018 | B4FC6300 | ---- UI section
 Section             | Version               | 00E21B14 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00E21B28 | 000035A2 | F9CB2CD5 | --- E9DD7F62-25EC-4F9D-A4AB-AAD20BF59A10 | StatusCodePei
 Section             | PEI dependency        | 00E21B40 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00E21B58 | 00003544 | A65DEF0D | ---- TE image section
 Section             | UI                    | 00E2509C | 00000020 | 8D74CA9E | ---- UI section
 Section             | Version               | 00E250BC | 0000000E | 80E5540A | ---- Version section
 File                | Freeform              | 00E250D0 | 000000A4 | 95D64818 | --- 3FD1D3A2-99F7-420B-BC69-8BB1D492A332
 Section             | Freeform subtype GUID | 00E250E8 | 0000008C | C3FF90C0 | ---- 2EBE0275-6458-4AF9-91ED-D3F4EDB100AA
